Name,Year,1+planning,1+generation,1+revision,1+monitoring,2+text,2+element,3+student,3+casual,3+expert,4+smartphone,4+tablet,4+computer,4+misc,5+vision,5+lofi,5+high-fi,5+public,6+low,6+medium,6+high,7+no eval,7+case study,7+qualitative,7+quantitative,7+mixed,8+async,8+real-time,9+tool,9+consultant,9+collaborator,title,bibtex,link,abstract
Mild Place Illusion,2018,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Mild Place Illusion: A Virtual Reality Factor to Spark Creativity in Writing,"@inproceedings{goncalves_mild_2018,address = {New York, NY, USA},series = {{ECCE} '18},title = {Mild {Place} {Illusion}: {A} {Virtual} {Reality} {Factor} to {Spark} {Creativity} in {Writing}},isbn = {978-1-4503-6449-2},url = {https://doi.org/10.1145/3232078.3232085},doi = {10.1145/3232078.3232085},abstract = {Developments in Virtual Reality (VR) technology have modified the creative potential of each individual. We introduce a new concept, called ""mild place illusion"", as a new paradigm for designing VR-based user interfaces targeted at stimulating creativity. We show that for creative tasks - such as creative writing, new product ideation, and brainstorming - a ""just-enough"" amount of place illusion leads to a greater self-perception of creativity, as opposed to a ""full-level"" place illusion. This is a somewhat unexpected result since one would suppose, a priori, to have the full-level place illusion as the optimal setup for stimulating creativity. We considered that the methodology in this work was fairly complex, but our results show – through a data triangulation approach – that we were able to identify more consistent and personal creative experiences. Therefore, the main contribution of this paper is a new paradigm for designing VR user interfaces targeted at stimulating creativity by showing that a ""one-illusion interspace"" leads to a greater self-perception of creativity.},booktitle = {Proceedings of the 36th {European} {Conference} on {Cognitive} {Ergonomics}},publisher = {Association for Computing Machinery},author = {Gonçalves, Frederica and Campos, Pedro},year = {2018},keywords = {Creativity Support Tools, Creative Writing tools, Human Computer Interaction, User Experience Design, User Interface Design},}",https://doi.org/10.1145/3232078.3232085,"Developments in Virtual Reality (VR) technology have modified the creative potential of each individual. We introduce a new concept, called ""mild place illusion"", as a new paradigm for designing VR-based user interfaces targeted at stimulating creativity. We show that for creative tasks - such as creative writing, new product ideation, and brainstorming - a ""just-enough"" amount of place illusion leads to a greater self-perception of creativity, as opposed to a ""full-level"" place illusion. This is a somewhat unexpected result since one would suppose, a priori, to have the full-level place illusion as the optimal setup for stimulating creativity. We considered that the methodology in this work was fairly complex, but our results show – through a data triangulation approach – that we were able to identify more consistent and personal creative experiences. Therefore, the main contribution of this paper is a new paradigm for designing VR user interfaces targeted at stimulating creativity by showing that a ""one-illusion interspace"" leads to a greater self-perception of creativity."
Sanghrajka et al.,2018,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Computer-assisted authoring for natural language story scripts,"@inproceedings{sanghrajka2018computer,   title={Computer-assisted authoring for natural language story scripts},   author={Sanghrajka, Rushit and Wito{\'n}, Wojciech and Schriber, Sasha and Gross, Markus and Kapadia, Mubbasir},   booktitle={Proceedings of the AAAI Conference on Artificial Intelligence},   volume={32},   number={1},   year={2018} }",https://doi.org/10.1609/aaai.v32i1.11420,"In order to assist scriptwriters during the process of story-writing, we have developed a system that can extract information from natural language stories, and allow for story-centric as well as character-centric reasoning. These inferencing capabilities are exposed to the user through intuitive querying systems, allowing the scriptwriter to ask the system questions about story and character information. We introduce knowledge bytes as atoms of information and demonstrate that the system can parse text into a stream of knowledge bytes and use these mentioned reasoning capabilities through logical reasoning."
TakeToons,2018,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TakeToons: Script-driven Performance Animation,"@inproceedings{subramonyam_taketoons_2018,title = {{TakeToons}: {Script}-driven {Performance} {Animation}},doi = {10.1145/3242587.3242618},abstract = {Performance animation is an expressive method for animating charactersthrough human performance. However, character motion is only one part ofcreating animated stories. The typical workflow also involves writing ascript, coordinating actors, and editing recorded performances. In mostcases, these steps are done in isolation with separate tools, whichintroduces friction and hinders iteration. We propose TakeToons, ascript-driven approach that allows authors to annotate standard scriptswith relevant animation events like character actions, camera positions,and scene backgrounds. We compile this script into a story model thatpersists throughout the production process and provides a consistentstructure for organizing and assembling recorded performances andpropagating script or timing edits to existing recordings. TakeToonsenables writing, performing and editing to happen in an integrated andinterleaved manner that streamlines production and facilitatesiteration. Informal feedback from professional animators suggests thatour approach can benefit many existing workflows supporting individualauthors and production teams with many different contributors.},booktitle = {{UIST} 2018: {PROCEEDINGS} {OF} {THE} {31ST} {ANNUAL} {ACM} {SYMPOSIUM} {ON} {USERINTERFACE} {SOFTWARE} {AND} {TECHNOLOGY}},author = {Subramonyam, Hariharan and Li, Wilmot and Adar, Eytan and Dontcheva, Mira},year = {2018},keywords = {animation script, performance animation, speech},pages = {663--674},}",https://doi.org/10.1145/3242587.3242618,"Performance animation is an expressive method for animating characters through human performance. However, character motion is only one part of creating animated stories. The typical workflow also involves writing a script, coordinating actors, and editing recorded performances. In most cases, these steps are done in isolation with separate tools, which introduces friction and hinders iteration. We propose TakeToons, a script-driven approach that allows authors to annotate standard scripts with relevant animation events like character actions, camera positions,and scene backgrounds. We compile this script into a story model that persists throughout the production process and provides a consistent structure for organizing and assembling recorded performances and propagating script or timing edits to existing recordings. TakeToonsenables writing, performing and editing to happen in an integrated and interleaved manner that streamlines production and facilitates iteration. Informal feedback from professional animators suggests that our approach can benefit many existing workflows supporting individual authors and production teams with many different contributors."
Ashida and Kojiri,2019,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Plot-creation support with plot-construction model for writing novels,"@article{ashida_plot-creation_2019,title = {Plot-creation support with plot-construction model for writing novels},volume = {3},doi = {10.1080/24751839.2018.1531232},abstract = {When starting to write a novel, an author often creates a structure forit, which is called the plot. The format of plots is not defined, andauthors create plots using their own format. Unfortunately, plots oftendo not include sufficient information and thus authors may be unable tocomplete their novel. This study aims to support novice writers increating a sufficient plot. We first analyse the items that supportwriting a novel and create a plot-construction model. We then propose asupport method for creating plots by incorporating the concept of astory, which corresponds to the events ordered along the time sequenceof the narrative world. Third, we define the format of the plot and thestory and implement the support method. We conducted experiments toevaluate the validity of the plot and the story and the effectiveness ofthe system, and found that the structures of the plot and the story ofalready published novels could be adequately constructed. In addition,our system helped authors create plots for specific genres. As thenumber of participants in the experiment was small, we need to conductfurther experiments to demonstrate the validity and effectiveness of oursystem.},number = {1},journal = {JOURNAL OF INFORMATION AND ℡ECOMMUNICATION},author = {Ashida, Atsushi and Kojiri, Tomoko},month = jan,year = {2019},keywords = {Novel writing, creativity support, plot, plot-construction model},pages = {57--73},}",https://doi.org/10.1080/24751839.2018.1531232,"When starting to write a novel, an author often creates a structure for it, which is called the plot. The format of plots is not defined, and authors create plots using their own format. Unfortunately, plots often do not include sufficient information and thus authors may be unable to complete their novel. This study aims to support novice writers increating a sufficient plot. We first analyse the items that support writing a novel and create a plot-construction model. We then propose support method for creating plots by incorporating the concept of a story, which corresponds to the events ordered along the time sequence of the narrative world. Third, we define the format of the plot and the story and implement the support method. We conducted experiments to evaluate the validity of the plot and the story and the effectiveness of the system, and found that the structures of the plot and the story of already published novels could be adequately constructed. In addition,our system helped authors create plots for specific genres. As the number of participants in the experiment was small, we need to conduct further experiments to demonstrate the validity and effectiveness of your system."
Biskjaer et al.,2019,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,How Time Constraints in a Creativity Support Tool Affect the CreativeWriting Experience,"@inproceedings{biskjaer_how_2019,title = {How {Time} {Constraints} in a {Creativity} {Support} {Tool} {Affect} the {CreativeWriting} {Experience}},doi = {10.1145/3335082.3335084},abstract = {Being able to write `on cue' is critical in text-based, creativedomains, since time is often a limited resource. Although numerousdigital-interactive Creativity Support Tools (CSTs) are available,writing applications with features to support creative writing as a time-constrained activity have scarcely evolved since the 1960s. This isstriking, since studies show that time constraints may benefitcreativity. We present an exploratory survey-based, qualitative userexperience study of how a writing application prototype designed toaccelerate text production by imposing time constraints affects acreative writing task among high school students (n=45). Using thematicanalysis, we report how implicit and explicit time constraints builtinto the GUI (graphical user interface) influence how users experiencetime pressure and the quantity vs. quality, initiation, and revision oftheir creative writing process. We discuss how writing applications maydevelop to incorporate time constraints to support creative writing, aswell as the need for increased tool literacy.},booktitle = {{PROCEEDINGS} {OF} {THE} {31ST} {EUROPEAN} {CONFERENCE} {ON} {COGNITIVE} {ERGONOMICS}:{DESIGN} {FOR} {COGNITION} ({ECCE} 2019)},author = {Biskjaer, Michael Mose and Frich, Jonas and Vermeulen, Lindsay MacDonaldand Remy, Christian and Dalsgaard, Peter},year = {2019},keywords = {Creativity, Creative Writing, Creativity Support Tool (CST), Time Constraints, User Experience, Creativity Support Tool(CST)},pages = {100--107},}",https://doi.org/10.1145/3335082.3335084,"Being able to write `on cue' is critical in text-based, creative domains, since time is often a limited resource. Although numerous digital-interactive Creativity Support Tools (CSTs) are available,writing applications with features to support creative writing as a time-constrained activity have scarcely evolved since the 1960s. This is striking, since studies show that time constraints may benefit creativity. We present an exploratory survey-based, qualitative user experience study of how a writing application prototype designed to accelerate text production by imposing time constraints affects a creative writing task among high school students (n=45). Using thematic analysis, we report how implicit and explicit time constraints built into the GUI (graphical user interface) influence how users experience time pressure and the quantity vs. quality, initiation, and revision of their creative writing process. We discuss how writing applications may develop to incorporate time constraints to support creative writing, as well as the need for increased tool literacy."
MakeWrite,2019,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Empowering Expression for Users with Aphasia through Constrained Creativity,"@inproceedings{neate_empowering_2019,address = {New York, NY, USA},series = {{CHI} '19},title = {Empowering {Expression} for {Users} with {Aphasia} through {Constrained} {Creativity}},isbn = {978-1-4503-5970-2},url = {https://doi.org/10.1145/3290605.3300615},doi = {10.1145/3290605.3300615},abstract = {Creative activities allow people to express themselves in rich, nuanced ways. However, being creative does not always come easily. For example, people with speech and language impairments, such as aphasia, face challenges in creative activities that involve language. In this paper, we explore the concept of constrained creativity as a way of addressing this challenge and enabling creative writing. We report an app, MakeWrite, that supports the constrained creation of digital texts through automated redaction. The app was co-designed with and for people with aphasia and was subsequently explored in a workshop with a group of people with aphasia. Participants were not only successful in crafting novel language, but, importantly, self-reported that the app was crucial in enabling them to do so. We refect on the potential of technology-supported constrained creativity as a means of empowering expression amongst users with diverse needs.},urldate = {2024-06-28},booktitle = {Proceedings of the 2019 {CHI} {Conference} on {Human} {Factors} in {Computing} {Systems}},publisher = {Association for Computing Machinery},author = {Neate, Timothy and Roper, Abi and Wilson, Stephanie and Marshall, Jane},month = may,year = {2019},pages = {1--12},file = {Accepted Version:C\:\\Users\\nicole\\Zotero\\storage\\7IJF7BTH\\Neate et al. - 2019 - Empowering Expression for Users with Aphasia throu.pdf:application/pdf},}",https://doi.org/10.1145/3290605.3300615,"Creative activities allow people to express themselves in rich, nuanced ways. However, being creative does not always come easily. For example, people with speech and language impairments, such as aphasia, face challenges in creative activities that involve language. In this paper, we explore the concept of constrained creativity as a way of addressing this challenge and enabling creative writing. We report an app, MakeWrite, that supports the constrained creation of digital texts through automated redaction. The app was co-designed with and for people with aphasia and was subsequently explored in a workshop with a group of people with aphasia. Participants were not only successful in crafting novel language, but, importantly, self-reported that the app was crucial in enabling them to do so. We reflect on the potential of technology-supported constrained creativity as a means of empowering expression amongst users with diverse needs."
The Story Engine,2019,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,The Story Engine: offering an online platform for making`unofficial' creative writing work,"@article{connolly__2019,title = {\textit{{The}} {Story} {Engine}: offering an online platform for making`unofficial' creative writing work},volume = {53},doi = {10.1111/lit.12138},abstract = {This article describes the outcomes of a research project conducted atthe Ministry of Stories (a London-based writing centre) which sought todevelop an online, mentor-assisted, writing platform. Across a 3-monthperiod, at four different sites across the UK, more than a hundred Year7 pupils took part in the project, using the platform to write storiesand get feedback from mentors who came from a variety of backgrounds.For reasons of space, pupil/mentor interactions are not discussedextensively in the article; however, these stories were collected andanalysed alongside a range of other survey and interview data toestablish how creative writing might be developed through onlinementoring, the use of an online interface and the intersection of boththese tools. The article seeks to answer some questions raised by thedata collected in the project, and in turn, uses both the questions andthe data to interrogate some of the discourses which surround theteaching of creative writing both in and outside the classroom, and inparticular the tensions that occur between the teaching of writingskills, `official versions' of writing in the classroom and children'suse of their own cultural resources in creative writing.},number = {1},journal = {LITERACY},author = {Connolly, Steve and Burn, Andrew},month = jan,year = {2019},keywords = {creativity, writing, digital literacy/ies, popularculture, story-telling},pages = {30--38},}",https://doi.org/10.1111/lit.12138,"This article describes the outcomes of a research project conducted at the Ministry of Stories (a London-based writing centre) which sought to develop an online, mentor-assisted, writing platform. Across a 3-month period, at four different sites across the UK, more than a hundred Year7 pupils took part in the project, using the platform to write stories and get feedback from mentors who came from a variety of backgrounds.For reasons of space, pupil/mentor interactions are not discussed extensively in the article; however, these stories were collected and analysed alongside a range of other survey and interview data to establish how creative writing might be developed through online mentoring, the use of an online interface and the intersection of both these tools. The article seeks to answer some questions raised by the data collected in the project, and in turn, uses both the questions and the data to interrogate some of the discourses which surround the teaching of creative writing both in and outside the classroom, and in particular the tensions that occur between the teaching of writing skills, `official versions' of writing in the classroom and children's use of their own cultural resources in creative writing."
Heteroglossia,2020,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Heteroglossia: In-Situ Story Ideation with the Crowd,"@inproceedings{huang_heteroglossia_2020,address = {New York, NY, USA},series = {{CHI} '20},title = {Heteroglossia: {In}-{Situ} {Story} {Ideation} with the {Crowd}},isbn = {978-1-4503-6708-0},url = {https://doi.org/10.1145/3313831.3376715},doi = {10.1145/3313831.3376715},abstract = {Ideation is essential for creative writing. Many authors struggle to come up with ideas throughout the writing process, yet modern writing tools fail to provide on-the-spot assistance for writers when they get stuck. This paper introduces Heteroglossia, an add-on for Google Docs that allows writers to elicit story ideas from the online crowd using their text editors. Writers can share snippets of their working drafts and ask the crowd to provide follow-up story ideas based on it. Heteroglossia employs a strategy called ""role play"", where each worker is assigned a fictional character in a story and asked to brainstorm plot ideas from that character's perspective. Our deployment with two experienced story writers shows that Heteroglossia is easy to use and can generate interesting ideas. Heteroglossia allows us to gain insight into how future technologies can be developed to support ideation in creative writing.},booktitle = {Proceedings of the 2020 {CHI} {Conference} on {Human} {Factors} in {Computing} {Systems}},publisher = {Association for Computing Machinery},author = {Huang, Chieh-Yang and Huang, Shih-Hong and Huang, Ting-Hao Kenneth},year = {2020},keywords = {crowdsourcing, creative writing, ideation, role play, story},pages = {1--12},file = {Full Text PDF:C\:\\Users\\nicole\\Zotero\\storage\\BXIUEVNJ\\Huang et al. - 2020 - Heteroglossia In-Situ Story Ideation with the Cro.pdf:application/pdf},}",https://doi.org/10.1145/3313831.3376715,"Ideation is essential for creative writing. Many authors struggle to come up with ideas throughout the writing process, yet modern writing tools fail to provide on-the-spot assistance for writers when they get stuck. This paper introduces Heteroglossia, an add-on for Google Docs that allows writers to elicit story ideas from the online crowd using their text editors. Writers can share snippets of their working drafts and ask the crowd to provide follow-up story ideas based on it. Heteroglossia employs a strategy called ""role play"", where each worker is assigned a fictional character in a story and asked to brainstorm plot ideas from that character's perspective. Our deployment with two experienced story writers shows that Heteroglossia is easy to use and can generate interesting ideas. Heteroglossia allows us to gain insight into how future technologies can be developed to support ideation in creative writing."
Nichols et al.,2020,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Collaborative Storytelling with Large-scale Neural Language Models,"@inproceedings{nichols_collaborative_2020,address = {New York, NY, USA},series = {{MIG} '20},title = {Collaborative {Storytelling} with {Large}-scale {Neural} {Language} {Models}},isbn = {978-1-4503-8171-0},url = {https://doi.org/10.1145/3424636.3426903},doi = {10.1145/3424636.3426903},abstract = {Storytelling plays a central role in human socializing and entertainment. However, much of the research on automatic storytelling generation assumes that stories will be generated by an agent without any human interaction. In this paper, we introduce the task of collaborative storytelling, where an artificial intelligence agent and a person collaborate to create a unique story by taking turns adding to it. We present a collaborative storytelling system which works with a human storyteller to create a story by generating new utterances based on the story so far. We constructed the storytelling system by tuning a publicly-available large scale language model on a dataset of writing prompts and their accompanying fictional works. We identify generating sufficiently human-like utterances to be an important technical issue and propose a sample-and-rank approach to improve utterance quality. Quantitative evaluation shows that our approach outperforms a baseline, and we present qualitative evaluation of our system’s capabilities.},booktitle = {Proceedings of the 13th {ACM} {SIGGRAPH} {Conference} on {Motion}, {Interaction} and {Games}},publisher = {Association for Computing Machinery},author = {Nichols, Eric and Gao, Leo and Gomez, Randy},year = {2020},keywords = {storytelling, AI agents, interactivity, language models},}",https://doi.org/10.1145/3424636.3426903,"Storytelling plays a central role in human socializing and entertainment. However, much of the research on automatic storytelling generation assumes that stories will be generated by an agent without any human interaction. In this paper, we introduce the task of collaborative storytelling, where an artificial intelligence agent and a person collaborate to create a unique story by taking turns adding to it. We present a collaborative storytelling system which works with a human storyteller to create a story by generating new utterances based on the story so far. We constructed the storytelling system by tuning a publicly-available large scale language model on a dataset of writing prompts and their accompanying fictional works. We identify generating sufficiently human-like utterances to be an important technical issue and propose a sample-and-rank approach to improve utterance quality. Quantitative evaluation shows that our approach outperforms a baseline, and we present qualitative evaluation of our system’s capabilities."
IGA,2021,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,IGA: An Intent-Guided Authoring Assistant,"@inproceedings{sun-etal-2021-iga,     title = ""{IGA}: An Intent-Guided Authoring Assistant"",     author = ""Sun, Simeng  and       Zhao, Wenlong  and       Manjunatha, Varun  and       Jain, Rajiv  and       Morariu, Vlad  and       Dernoncourt, Franck  and       Srinivasan, Balaji Vasan  and       Iyyer, Mohit"",     editor = ""Moens, Marie-Francine  and       Huang, Xuanjing  and       Specia, Lucia  and       Yih, Scott Wen-tau"",     booktitle = ""Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing"",     month = nov,     year = ""2021"",     address = ""Online and Punta Cana, Dominican Republic"",     publisher = ""Association for Computational Linguistics"",     url = ""https://aclanthology.org/2021.emnlp-main.483"",     doi = ""10.18653/v1/2021.emnlp-main.483"",     pages = ""5972--5985"",     abstract = ""While large-scale pretrained language models have significantly improved writing assistance functionalities such as autocomplete, more complex and controllable writing assistants have yet to be explored. We leverage advances in language modeling to build an interactive writing assistant that generates and rephrases text according to fine-grained author specifications. Users provide input to our Intent-Guided Assistant (IGA) in the form of text interspersed with tags that correspond to specific rhetorical directives (e.g., adding description or contrast, or rephrasing a particular sentence). We fine-tune a language model on a dataset heuristically-labeled with author intent, which allows IGA to fill in these tags with generated text that users can subsequently edit to their liking. A series of automatic and crowdsourced evaluations confirm the quality of IGA{'}s generated outputs, while a small-scale user study demonstrates author preference for IGA over baseline methods in a creative writing task. We release our dataset, code, and demo to spur further research into AI-assisted writing."", }",https://aclanthology.org/2021.emnlp-main.483/,"While large-scale pretrained language models have significantly improved writing assistance functionalities such as autocomplete, more complex and controllable writing assistants have yet to be explored. We leverage advances in language modeling to build an interactive writing assistant that generates and rephrases text according to fine-grained author specifications. Users provide input to our Intent-Guided Assistant (IGA) in the form of text interspersed with tags that correspond to specific rhetorical directives (e.g., adding description or contrast, or rephrasing a particular sentence). We fine-tune a language model on a dataset heuristically-labeled with author intent, which allows IGA to fill in these tags with generated text that users can subsequently edit to their liking. A series of automatic and crowdsourced evaluations confirm the quality of IGA{'}s generated outputs, while a small-scale user study demonstrates author preference for IGA over baseline methods in a creative writing task. We release our dataset, code, and demo to spur further research into AI-assisted writing."
BunCho,2021,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,BunCho: AI Supported Story Co-Creation via Unsupervised MultitaskLearning to Increase Writers' Creativity in Japanese,"@inproceedings{osone_buncho_2021,title = {{BunCho}: {AI} {Supported} {Story} {Co}-{Creation} via {Unsupervised} {MultitaskLearning} to {Increase} {Writers}' {Creativity} in {Japanese}},doi = {10.1145/3411763.3450391},abstract = {Co-creation with artificial intelligence (AI) is an upcoming trend.However, less attention has been given to the construction of systemsfor Japanese novelists. In this study, we built “BunCho”, an AIsupported story co-creation system in Japanese. BunCho's AI is GPT-2 (anunsupervised multitask language model) trained using a large-scaledataset of Japanese web texts and novels. With BunCho, users cangenerate titles and synopses from keywords. Furthermore, we propose aninteractive story co-creation AI system as a tabletop role-playing game.According to summative studies of writers (N=16) and readers (N=32),69\% writers enjoyed writing synopses with BunCho more than bythemselves, and at least one of five common metrics were improved atobjective evaluation, including creativity. In addition, 63\% writersindicated that BunCho broadened their stories. BunCho showed paths toassist Japanese novelists in creating high-level and creative writing.},booktitle = {{EXTENDED} {ABSTRACTS} {OF} {THE} 2021 {CHI} {CONFERENCE} {ON} {HUMAN} {FACTORS} {INCOMPUTING} {SYSTEMS} ({CHI}'21)},author = {Osone, Hiroyuki and Lu, Jun-Li and Ochiai, Yoichi},year = {2021},keywords = {Human-AI Co-Creation, Interactive User Interfaces, Japanese Novel Creation, Language Models, Interactive UserInterfaces},}",https://doi.org/10.1145/3411763.3450391,"Co-creation with artificial intelligence (AI) is an upcoming trend.However, less attention has been given to the construction of system for Japanese novelists. In this study, we built BunCho, an AI supported story co-creation system in Japanese. BunCho's AI is GPT-2 (an unsupervised multitask language model) trained using a large-scale dataset of Japanese web texts and novels. With BunCho, users can generate titles and synopses from keywords. Furthermore, we propose an interactive story co-creation AI system as a tabletop role-playing game.According to summative studies of writers (N=16) and readers (N=32),69\% writers enjoyed writing synopses with BunCho more than by themselves, and at least one of five common metrics were improved at objective evaluation, including creativity. In addition, 63\% writers indicated that BunCho broadened their stories. BunCho showed paths toassist Japanese novelists in creating high-level and creative writing."
Poetry Machines,2021,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Poetry Machines: Eliciting Designs for Interactive Writing Tools fromPoets,"@inproceedings{booten_poetry_2021,title = {Poetry {Machines}: {Eliciting} {Designs} for {Interactive} {Writing} {Tools} {fromPoets}},doi = {10.1145/3450741.3466813},abstract = {Improvements in natural language processing and generation have madepossible new and powerful creativity support tools for creative writers.However, it remains unclear how professional writers themselves mightwant to integrate technology into their existing writing practices. Inthis work we ran an elicitation study, asking 14 professional poets toconsider how they would make use of computation in the context of acustom, interactive writing interface or “Poetry Machine.” We foundthat the poets desired a wide range of functions, from presentingauditory responses to deleting random words. We also found that manypoets did not simply report what their ideal interface would do butrather contextualized their designs by describing why they areartistically meaningful, sometimes with respect to specific literaryinfluences and traditions. We present an initial analysis of theelicitation study and observe some differences between the PoetryMachine designs and existing creativity support tools. This study laysthe groundwork for a second phase where we will build a selection of themachines and study how the poets use them over time.},booktitle = {C\&{C}'21: {PROCEEDINGS} {OF} {THE} {13TH} {CONFERENCE} {ON} {CREATIVITY} {AND} {COGNITION}},author = {Booten, Kyle and Gero, Katy Ilonka},year = {2021},keywords = {creativity support tools, creative writing, poetry, interactive writing tools, natural languageprocessing},}",https://doi.org/10.1145/3450741.3466813,"Improvements in natural language processing and generation have madepossible new and powerful creativity support tools for creative writers.However, it remains unclear how professional writers themselves might want to integrate technology into their existing writing practices. Inthis work we ran an elicitation study, asking 14 professional poets to consider how they would make use of computation in the context of a custom, interactive writing interface or Poetry Machine. We found that the poets desired a wide range of functions, from presenting auditory responses to deleting random words. We also found that many poets did not simply report what their ideal interface would do but rather contextualized their designs by describing why they are artistically meaningful, sometimes with respect to specific literary influences and traditions. We present an initial analysis of the elicitation study and observe some differences between the PoetryMachine designs and existing creativity support tools. This study lays the groundwork for a second phase where we will build a selection of the machines and study how the poets use them over time."
